Top Speed, Age, Security Rating, Efficiency Rating, Price
109.0,3.0,3.0,3.0,2000.0
119.0,3.0,4.0,4.0,2200.0
112.0,3.0,5.0,7.0,2400.0
85.0,4.0,8.0,2.0,2800.0
100.0,4.0,7.0,0.0,2600.0
101.0,4.0,4.0,5.0,2000.0
85.0,5.0,7.0,2.0,2400.0
105.0,5.0,6.0,10.0,2200.0
109.0,4.0,6.0,1.0,2400.0
112.0,4.0,9.0,6.0,3000.0
100.0,6.0,7.0,10.0,2200.0
101.0,3.0,6.0,10.0,2600.0
105.0,2.0,4.0,3.0,2400.0
98.0,6.0,7.0,4.0,2200.0
101.0,7.0,4.0,2.0,1400.0
90.0,6.0,7.0,5.0,2200.0
80.0,5.0,6.0,6.0,2200.0
86.0,1.0,5.0,2.0,2800.0
96.0,3.0,5.0,0.0,2400.0
102.0,5.0,8.0,4.0,2600.0
101.0,4.0,7.0,2.0,2600.0
105.0,1.0,8.0,6.0,3400.0
119.0,6.0,7.0,9.0,2200.0
97.0,4.0,10.0,5.0,3200.0
