Top Speed, Age, Security Rating, Efficiency Rating, Price
88.0,5.0,3.0,0.0,5020.0
116.0,6.0,10.0,8.0,7320.0
116.0,5.0,6.0,10.0,7440.0
102.0,4.0,5.0,8.0,6620.0
105.0,5.0,5.0,4.0,6310.0
115.0,6.0,9.0,2.0,6690.0
99.0,6.0,9.0,1.0,5800.0
87.0,4.0,9.0,4.0,5670.0
80.0,5.0,3.0,5.0,5070.0
114.0,5.0,7.0,2.0,6660.0
94.0,6.0,10.0,0.0,5500.0
84.0,4.0,9.0,10.0,6060.0
105.0,3.0,9.0,10.0,7210.0
99.0,6.0,3.0,0.0,5470.0
120.0,3.0,7.0,6.0,7520.0
84.0,2.0,6.0,7.0,5870.0
113.0,2.0,6.0,0.0,6690.0
91.0,1.0,5.0,0.0,5650.0
96.0,7.0,8.0,9.0,6230.0
116.0,3.0,6.0,3.0,7010.0
98.0,1.0,5.0,7.0,6630.0
100.0,5.0,8.0,6.0,6360.0
96.0,6.0,5.0,6.0,5940.0
102.0,3.0,5.0,10.0,6900.0
93.0,6.0,8.0,0.0,5370.0
87.0,2.0,6.0,7.0,6020.0
92.0,3.0,5.0,3.0,5770.0
93.0,4.0,7.0,8.0,6250.0
90.0,2.0,6.0,9.0,6350.0
70.0,5.0,4.0,8.0,4880.0
97.0,2.0,5.0,0.0,5850.0
96.0,2.0,7.0,9.0,6690.0
109.0,1.0,8.0,8.0,7390.0
93.0,5.0,6.0,2.0,5570.0
88.0,3.0,4.0,1.0,5350.0
89.0,1.0,8.0,5.0,6120.0
90.0,1.0,9.0,9.0,6570.0
98.0,3.0,8.0,5.0,6370.0
114.0,2.0,6.0,0.0,6740.0
95.0,4.0,7.0,7.0,6260.0
104.0,3.0,9.0,5.0,6710.0
111.0,1.0,4.0,2.0,6790.0
90.0,3.0,8.0,1.0,5610.0
98.0,5.0,7.0,10.0,6580.0
99.0,2.0,5.0,8.0,6670.0
110.0,6.0,4.0,4.0,6420.0
108.0,6.0,4.0,5.0,6410.0
96.0,4.0,8.0,4.0,6080.0
99.0,3.0,7.0,4.0,6290.0
83.0,7.0,4.0,6.0,5150.0
90.0,3.0,4.0,8.0,6080.0
104.0,5.0,5.0,4.0,6260.0
98.0,6.0,9.0,6.0,6200.0
104.0,4.0,8.0,5.0,6570.0
107.0,6.0,8.0,6.0,6610.0
100.0,6.0,6.0,6.0,6180.0
93.0,3.0,6.0,8.0,6310.0
96.0,4.0,6.0,0.0,5640.0
104.0,5.0,8.0,6.0,6560.0
103.0,3.0,7.0,9.0,6940.0
105.0,6.0,4.0,10.0,6710.0
106.0,7.0,6.0,3.0,6110.0
91.0,6.0,9.0,3.0,5580.0
122.0,4.0,8.0,10.0,7920.0
78.0,6.0,3.0,6.0,4960.0
93.0,4.0,6.0,7.0,6120.0
77.0,6.0,8.0,4.0,4930.0
100.0,7.0,5.0,4.0,5860.0
98.0,4.0,8.0,10.0,6720.0
82.0,3.0,7.0,9.0,5890.0
92.0,7.0,7.0,2.0,5360.0
97.0,1.0,8.0,6.0,6610.0
90.0,7.0,5.0,3.0,5270.0
88.0,3.0,8.0,7.0,6050.0
99.0,3.0,5.0,9.0,6660.0
102.0,1.0,8.0,6.0,6860.0
95.0,2.0,4.0,8.0,6430.0
112.0,5.0,5.0,9.0,7110.0
115.0,5.0,7.0,10.0,7430.0
81.0,2.0,3.0,9.0,5780.0
92.0,3.0,8.0,5.0,6070.0
97.0,4.0,5.0,8.0,6370.0
103.0,4.0,7.0,9.0,6840.0
93.0,3.0,6.0,5.0,6040.0
107.0,5.0,8.0,3.0,6440.0
86.0,7.0,6.0,4.0,5200.0
109.0,3.0,7.0,5.0,6880.0
107.0,3.0,10.0,6.0,6990.0
106.0,5.0,6.0,3.0,6310.0
98.0,4.0,7.0,10.0,6680.0
95.0,3.0,4.0,3.0,5880.0
113.0,3.0,4.0,0.0,6510.0
111.0,2.0,7.0,8.0,7350.0
100.0,7.0,3.0,2.0,5600.0
100.0,6.0,7.0,4.0,6040.0
101.0,3.0,9.0,7.0,6740.0
86.0,5.0,7.0,7.0,5710.0
97.0,5.0,6.0,7.0,6220.0
115.0,3.0,3.0,10.0,7470.0
115.0,4.0,6.0,4.0,6950.0
114.0,4.0,7.0,2.0,6760.0
76.0,2.0,4.0,8.0,5480.0
102.0,4.0,5.0,2.0,6080.0
96.0,5.0,8.0,0.0,5620.0
114.0,3.0,9.0,1.0,6850.0
119.0,6.0,7.0,4.0,6990.0
104.0,2.0,9.0,10.0,7260.0
111.0,5.0,7.0,7.0,6960.0
90.0,4.0,8.0,9.0,6230.0
93.0,3.0,9.0,6.0,6250.0
97.0,2.0,5.0,7.0,6480.0
102.0,6.0,7.0,10.0,6680.0
114.0,6.0,6.0,6.0,6880.0
93.0,4.0,8.0,1.0,5660.0
108.0,6.0,8.0,5.0,6570.0
79.0,4.0,7.0,6.0,5370.0
94.0,6.0,3.0,10.0,6120.0
109.0,4.0,5.0,10.0,7150.0
110.0,3.0,7.0,3.0,6750.0
99.0,4.0,6.0,5.0,6240.0
82.0,2.0,6.0,9.0,5950.0
101.0,4.0,7.0,0.0,5930.0
109.0,3.0,5.0,10.0,7250.0
91.0,4.0,7.0,10.0,6330.0
101.0,6.0,5.0,0.0,5650.0
98.0,3.0,6.0,9.0,6650.0
109.0,4.0,5.0,5.0,6700.0
119.0,3.0,9.0,4.0,7370.0
102.0,5.0,7.0,9.0,6690.0
90.0,5.0,6.0,7.0,5870.0
94.0,7.0,8.0,6.0,5860.0
99.0,4.0,8.0,9.0,6680.0
90.0,3.0,8.0,7.0,6150.0
100.0,5.0,9.0,0.0,5860.0
95.0,4.0,6.0,10.0,6490.0
90.0,4.0,6.0,0.0,5340.0
99.0,7.0,4.0,4.0,5770.0
99.0,6.0,7.0,7.0,6260.0
97.0,3.0,7.0,7.0,6460.0
108.0,2.0,7.0,6.0,7020.0
87.0,2.0,8.0,4.0,5830.0
106.0,4.0,7.0,2.0,6360.0
106.0,4.0,10.0,0.0,6300.0
100.0,2.0,5.0,5.0,6450.0
87.0,5.0,9.0,3.0,5480.0
100.0,2.0,6.0,0.0,6040.0
107.0,3.0,8.0,10.0,7270.0
100.0,6.0,4.0,10.0,6460.0
112.0,4.0,9.0,7.0,7190.0
104.0,1.0,5.0,5.0,6750.0
81.0,3.0,3.0,9.0,5680.0
122.0,7.0,5.0,4.0,6960.0
112.0,3.0,9.0,1.0,6750.0
100.0,2.0,5.0,4.0,6360.0
106.0,4.0,6.0,6.0,6680.0
98.0,3.0,8.0,5.0,6370.0
99.0,4.0,7.0,9.0,6640.0
103.0,4.0,6.0,8.0,6710.0
109.0,6.0,7.0,6.0,6670.0
96.0,5.0,7.0,2.0,5760.0
88.0,4.0,8.0,9.0,6130.0
102.0,6.0,6.0,5.0,6190.0
88.0,4.0,9.0,5.0,5810.0
106.0,2.0,6.0,9.0,7150.0
102.0,6.0,7.0,3.0,6050.0
100.0,5.0,9.0,9.0,6670.0
98.0,4.0,6.0,3.0,6010.0
91.0,6.0,6.0,5.0,5640.0
110.0,3.0,7.0,2.0,6660.0
106.0,5.0,9.0,9.0,6970.0
113.0,5.0,6.0,7.0,7020.0
110.0,3.0,10.0,6.0,7140.0
95.0,5.0,7.0,7.0,6160.0
95.0,4.0,6.0,8.0,6310.0
127.0,2.0,6.0,6.0,7930.0
94.0,7.0,8.0,8.0,6040.0
102.0,3.0,9.0,5.0,6610.0
98.0,5.0,8.0,5.0,6170.0
95.0,3.0,3.0,8.0,6290.0
103.0,4.0,7.0,9.0,6840.0
103.0,2.0,9.0,0.0,6310.0
80.0,2.0,6.0,7.0,5670.0
111.0,4.0,10.0,0.0,6550.0
110.0,3.0,4.0,10.0,7260.0
82.0,6.0,5.0,4.0,5060.0
114.0,2.0,3.0,3.0,6890.0
100.0,6.0,8.0,1.0,5810.0
91.0,2.0,5.0,4.0,5910.0
114.0,2.0,7.0,0.0,6780.0
96.0,3.0,4.0,2.0,5840.0
109.0,5.0,5.0,0.0,6150.0
105.0,5.0,7.0,3.0,6300.0
108.0,5.0,7.0,8.0,6900.0
109.0,4.0,4.0,10.0,7110.0
93.0,3.0,4.0,1.0,5600.0
87.0,4.0,3.0,3.0,5340.0
105.0,6.0,6.0,10.0,6790.0
100.0,4.0,8.0,9.0,6730.0
99.0,6.0,6.0,0.0,5590.0
99.0,6.0,5.0,9.0,6360.0
87.0,5.0,9.0,6.0,5750.0
106.0,4.0,9.0,9.0,7070.0
99.0,5.0,6.0,3.0,5960.0
106.0,5.0,10.0,2.0,6380.0
124.0,3.0,4.0,8.0,7780.0
88.0,4.0,8.0,7.0,5950.0
96.0,5.0,6.0,5.0,5990.0
102.0,4.0,7.0,0.0,5980.0
109.0,6.0,5.0,0.0,6050.0
84.0,3.0,9.0,9.0,6070.0
99.0,4.0,3.0,10.0,6570.0
101.0,4.0,10.0,5.0,6500.0
86.0,3.0,9.0,8.0,6080.0
125.0,6.0,7.0,6.0,7470.0
116.0,2.0,6.0,9.0,7650.0
99.0,4.0,7.0,10.0,6730.0
95.0,6.0,7.0,3.0,5700.0
111.0,2.0,5.0,3.0,6820.0
92.0,5.0,6.0,7.0,5970.0
106.0,5.0,7.0,1.0,6170.0
98.0,5.0,9.0,9.0,6570.0
111.0,4.0,4.0,6.0,6850.0
86.0,1.0,5.0,3.0,5670.0
101.0,4.0,6.0,8.0,6610.0
106.0,4.0,5.0,5.0,6550.0
106.0,3.0,8.0,9.0,7130.0
98.0,3.0,9.0,5.0,6410.0
81.0,5.0,3.0,4.0,5030.0
109.0,3.0,7.0,8.0,7150.0
96.0,5.0,3.0,6.0,5960.0
103.0,4.0,6.0,4.0,6350.0
110.0,2.0,6.0,2.0,6720.0
106.0,3.0,8.0,6.0,6860.0
93.0,3.0,3.0,2.0,5650.0
98.0,5.0,6.0,7.0,6270.0
98.0,5.0,4.0,8.0,6280.0
117.0,3.0,8.0,5.0,7320.0
100.0,3.0,8.0,3.0,6290.0
101.0,4.0,8.0,9.0,6780.0
104.0,4.0,6.0,1.0,6130.0
102.0,6.0,4.0,5.0,6110.0
89.0,2.0,7.0,3.0,5800.0
87.0,5.0,9.0,4.0,5570.0
98.0,2.0,6.0,5.0,6390.0
90.0,6.0,4.0,6.0,5600.0
99.0,5.0,8.0,10.0,6670.0
106.0,5.0,5.0,4.0,6360.0
104.0,2.0,9.0,6.0,6900.0
97.0,3.0,8.0,8.0,6590.0
107.0,5.0,7.0,10.0,7030.0
111.0,5.0,3.0,6.0,6710.0
100.0,4.0,9.0,6.0,6500.0
94.0,1.0,5.0,8.0,6520.0
72.0,4.0,7.0,3.0,4750.0
85.0,4.0,4.0,2.0,5190.0
102.0,3.0,5.0,9.0,6810.0
86.0,5.0,8.0,7.0,5750.0
96.0,7.0,5.0,6.0,5840.0
85.0,3.0,7.0,4.0,5590.0
90.0,4.0,7.0,6.0,5920.0
103.0,4.0,7.0,1.0,6120.0
104.0,3.0,6.0,5.0,6590.0
100.0,2.0,7.0,0.0,6080.0
91.0,5.0,4.0,6.0,5750.0
113.0,6.0,6.0,7.0,6920.0
100.0,6.0,7.0,9.0,6490.0
116.0,4.0,9.0,4.0,7120.0
120.0,5.0,6.0,7.0,7370.0
113.0,1.0,8.0,3.0,7140.0
87.0,4.0,3.0,8.0,5790.0
97.0,3.0,7.0,5.0,6280.0
77.0,3.0,6.0,3.0,5060.0
93.0,3.0,6.0,6.0,6130.0
99.0,6.0,5.0,2.0,5730.0
92.0,5.0,8.0,6.0,5960.0
105.0,3.0,5.0,4.0,6510.0
100.0,4.0,6.0,4.0,6200.0
104.0,7.0,6.0,5.0,6190.0
87.0,6.0,9.0,2.0,5290.0
99.0,7.0,4.0,5.0,5860.0
105.0,6.0,5.0,1.0,5940.0
97.0,3.0,9.0,6.0,6450.0
81.0,1.0,8.0,4.0,5630.0
112.0,3.0,8.0,7.0,7250.0
100.0,6.0,4.0,0.0,5560.0
83.0,4.0,8.0,9.0,5880.0
102.0,5.0,8.0,0.0,5920.0
108.0,4.0,8.0,8.0,7040.0
102.0,4.0,7.0,6.0,6520.0
97.0,5.0,9.0,10.0,6610.0
94.0,7.0,7.0,5.0,5730.0
92.0,6.0,3.0,4.0,5480.0
107.0,3.0,5.0,4.0,6610.0
95.0,6.0,3.0,10.0,6170.0
95.0,2.0,6.0,10.0,6690.0
109.0,3.0,8.0,0.0,6470.0
94.0,5.0,3.0,8.0,6040.0
96.0,2.0,7.0,5.0,6330.0
117.0,2.0,7.0,10.0,7830.0
91.0,3.0,4.0,10.0,6310.0
90.0,3.0,3.0,0.0,5320.0
114.0,3.0,7.0,6.0,7220.0
85.0,5.0,6.0,1.0,5080.0
110.0,3.0,7.0,5.0,6930.0
78.0,6.0,5.0,9.0,5310.0
95.0,3.0,7.0,8.0,6450.0
99.0,7.0,6.0,7.0,6120.0
79.0,3.0,5.0,8.0,5570.0
93.0,3.0,5.0,0.0,5550.0
110.0,5.0,4.0,5.0,6610.0
112.0,3.0,10.0,9.0,7510.0
106.0,5.0,7.0,8.0,6800.0
112.0,2.0,4.0,7.0,7190.0
100.0,6.0,10.0,6.0,6340.0
117.0,1.0,8.0,4.0,7430.0
97.0,5.0,9.0,10.0,6610.0
117.0,4.0,6.0,10.0,7590.0
118.0,5.0,9.0,6.0,7300.0
91.0,2.0,7.0,4.0,5990.0
105.0,2.0,6.0,9.0,7100.0
86.0,3.0,7.0,7.0,5910.0
100.0,4.0,7.0,3.0,6150.0
78.0,5.0,6.0,4.0,5000.0
78.0,6.0,9.0,7.0,5290.0
102.0,5.0,6.0,9.0,6650.0
106.0,3.0,5.0,10.0,7100.0
115.0,6.0,6.0,0.0,6390.0
119.0,2.0,6.0,1.0,7080.0
91.0,2.0,8.0,5.0,6120.0
90.0,2.0,5.0,6.0,6040.0
105.0,2.0,7.0,4.0,6690.0
97.0,6.0,5.0,8.0,6170.0
83.0,4.0,8.0,10.0,5970.0
93.0,4.0,7.0,2.0,5710.0
109.0,3.0,5.0,0.0,6350.0
114.0,3.0,7.0,4.0,7040.0
110.0,4.0,9.0,5.0,6910.0
95.0,7.0,6.0,4.0,5650.0
84.0,5.0,6.0,5.0,5390.0
114.0,2.0,7.0,0.0,6780.0
118.0,5.0,5.0,3.0,6870.0
107.0,3.0,9.0,1.0,6500.0
108.0,6.0,7.0,7.0,6710.0
89.0,2.0,6.0,7.0,6120.0
101.0,5.0,9.0,6.0,6450.0
101.0,2.0,7.0,3.0,6400.0
103.0,3.0,9.0,5.0,6660.0
110.0,3.0,4.0,2.0,6540.0
107.0,4.0,4.0,8.0,6830.0
92.0,5.0,8.0,1.0,5510.0
118.0,4.0,6.0,9.0,7550.0
103.0,3.0,7.0,7.0,6760.0
97.0,1.0,8.0,6.0,6610.0
103.0,4.0,7.0,9.0,6840.0
102.0,6.0,8.0,6.0,6360.0
93.0,5.0,6.0,2.0,5570.0
91.0,5.0,7.0,9.0,6140.0
97.0,5.0,8.0,0.0,5670.0
96.0,3.0,6.0,10.0,6640.0
95.0,5.0,4.0,6.0,5950.0
101.0,6.0,7.0,5.0,6180.0
85.0,2.0,7.0,1.0,5420.0
99.0,3.0,7.0,1.0,6020.0
111.0,4.0,7.0,9.0,7240.0
103.0,4.0,5.0,5.0,6400.0
83.0,2.0,6.0,6.0,5730.0
97.0,1.0,6.0,9.0,6800.0
91.0,5.0,9.0,3.0,5680.0
85.0,4.0,7.0,4.0,5490.0
91.0,2.0,8.0,8.0,6390.0
104.0,4.0,5.0,10.0,6900.0
106.0,2.0,7.0,4.0,6740.0
94.0,3.0,8.0,5.0,6170.0
92.0,4.0,6.0,2.0,5620.0
105.0,6.0,5.0,8.0,6570.0
111.0,3.0,8.0,1.0,6660.0
85.0,6.0,7.0,9.0,5740.0
110.0,4.0,8.0,2.0,6600.0
116.0,5.0,6.0,0.0,6540.0
99.0,5.0,7.0,4.0,6090.0
95.0,2.0,7.0,2.0,6010.0
102.0,3.0,6.0,1.0,6130.0
113.0,7.0,7.0,2.0,6410.0
102.0,4.0,8.0,4.0,6380.0
91.0,1.0,9.0,10.0,6710.0
92.0,4.0,7.0,0.0,5480.0
95.0,4.0,9.0,0.0,5710.0
105.0,6.0,8.0,8.0,6690.0
87.0,6.0,9.0,2.0,5290.0
97.0,2.0,6.0,9.0,6700.0
109.0,3.0,6.0,6.0,6930.0
108.0,2.0,10.0,1.0,6690.0
94.0,4.0,9.0,10.0,6560.0
96.0,5.0,7.0,3.0,5850.0
95.0,5.0,3.0,5.0,5820.0
121.0,4.0,7.0,2.0,7110.0
85.0,4.0,8.0,0.0,5170.0
107.0,6.0,7.0,5.0,6480.0
92.0,4.0,9.0,3.0,5830.0
112.0,2.0,7.0,8.0,7400.0
96.0,6.0,5.0,2.0,5580.0
118.0,5.0,10.0,9.0,7610.0
99.0,6.0,5.0,5.0,6000.0
103.0,7.0,9.0,8.0,6530.0
116.0,3.0,8.0,4.0,7180.0
99.0,3.0,3.0,5.0,6220.0
112.0,5.0,9.0,0.0,6460.0
91.0,6.0,8.0,9.0,6080.0
109.0,6.0,4.0,0.0,6010.0
118.0,2.0,6.0,7.0,7570.0
95.0,6.0,6.0,2.0,5570.0
89.0,5.0,7.0,7.0,5860.0
104.0,1.0,4.0,6.0,6800.0
98.0,3.0,7.0,1.0,5970.0
85.0,4.0,7.0,10.0,6030.0
105.0,5.0,7.0,9.0,6840.0
87.0,2.0,4.0,0.0,5310.0
112.0,3.0,5.0,4.0,6860.0
111.0,2.0,9.0,10.0,7610.0
107.0,6.0,6.0,6.0,6530.0
90.0,4.0,9.0,7.0,6090.0
93.0,3.0,8.0,1.0,5760.0
98.0,1.0,5.0,7.0,6630.0
82.0,4.0,7.0,0.0,4980.0
96.0,2.0,8.0,9.0,6730.0
102.0,4.0,8.0,2.0,6200.0
83.0,3.0,9.0,3.0,5480.0
103.0,3.0,5.0,5.0,6500.0
108.0,2.0,10.0,0.0,6600.0
97.0,3.0,7.0,3.0,6100.0
99.0,3.0,6.0,6.0,6430.0
107.0,4.0,7.0,5.0,6680.0
116.0,4.0,8.0,7.0,7350.0
115.0,3.0,7.0,1.0,6820.0
108.0,6.0,7.0,0.0,6080.0
100.0,5.0,4.0,0.0,5660.0
89.0,4.0,5.0,1.0,5340.0
93.0,3.0,10.0,10.0,6650.0
105.0,6.0,7.0,5.0,6380.0
102.0,3.0,8.0,1.0,6210.0
117.0,3.0,5.0,6.0,7290.0
119.0,3.0,3.0,5.0,7220.0
81.0,4.0,9.0,10.0,5910.0
112.0,5.0,7.0,9.0,7190.0
109.0,1.0,7.0,7.0,7260.0
102.0,4.0,9.0,8.0,6780.0
113.0,3.0,7.0,7.0,7260.0
109.0,3.0,5.0,3.0,6620.0
99.0,3.0,8.0,0.0,5970.0
112.0,4.0,6.0,1.0,6530.0
97.0,1.0,6.0,10.0,6890.0
98.0,4.0,8.0,7.0,6450.0
106.0,3.0,5.0,5.0,6650.0
93.0,3.0,6.0,1.0,5680.0
92.0,7.0,6.0,7.0,5770.0
107.0,4.0,8.0,10.0,7170.0
91.0,5.0,8.0,9.0,6180.0
105.0,2.0,3.0,6.0,6710.0
101.0,5.0,7.0,4.0,6190.0
113.0,5.0,9.0,2.0,6690.0
101.0,5.0,8.0,8.0,6590.0
87.0,6.0,8.0,9.0,5880.0
103.0,5.0,8.0,4.0,6330.0
110.0,3.0,9.0,8.0,7280.0
108.0,6.0,8.0,6.0,6660.0
87.0,6.0,4.0,5.0,5360.0
95.0,5.0,5.0,9.0,6260.0
82.0,4.0,6.0,5.0,5390.0
98.0,4.0,7.0,6.0,6320.0
97.0,2.0,5.0,6.0,6390.0
108.0,5.0,4.0,10.0,6960.0
88.0,2.0,3.0,2.0,5500.0
102.0,6.0,5.0,1.0,5790.0
97.0,4.0,9.0,6.0,6350.0
111.0,3.0,9.0,9.0,7420.0
109.0,3.0,3.0,3.0,6540.0
119.0,3.0,4.0,4.0,7170.0
112.0,3.0,5.0,7.0,7130.0
85.0,4.0,8.0,2.0,5350.0
100.0,4.0,7.0,0.0,5880.0
101.0,4.0,4.0,5.0,6260.0
85.0,5.0,7.0,2.0,5210.0
105.0,5.0,6.0,10.0,6890.0
109.0,4.0,6.0,1.0,6380.0
112.0,4.0,9.0,6.0,7100.0
100.0,6.0,7.0,10.0,6580.0
101.0,3.0,6.0,10.0,6890.0
105.0,2.0,4.0,3.0,6480.0
98.0,6.0,7.0,4.0,5940.0
101.0,7.0,4.0,2.0,5690.0
90.0,6.0,7.0,5.0,5630.0
80.0,5.0,6.0,6.0,5280.0
86.0,1.0,5.0,2.0,5580.0
96.0,3.0,5.0,0.0,5700.0
102.0,5.0,8.0,4.0,6280.0
101.0,4.0,7.0,2.0,6110.0
105.0,1.0,8.0,6.0,7010.0
119.0,6.0,7.0,9.0,7440.0
97.0,4.0,10.0,5.0,6300.0
