Top Speed, Age, Security Rating, Efficiency Rating, Price
88.0,4.0,3.0,10.0,5140.0
78.0,7.0,6.0,1.0,4840.0
101.0,6.0,8.0,4.0,5530.0
98.0,4.0,10.0,4.0,5440.0
104.0,3.0,6.0,4.0,5620.0
99.0,7.0,6.0,0.0,5470.0
97.0,2.0,4.0,10.0,5410.0
101.0,5.0,6.0,10.0,5530.0
96.0,1.0,4.0,6.0,5380.0
104.0,2.0,7.0,10.0,5620.0
95.0,3.0,7.0,10.0,5350.0
95.0,6.0,5.0,9.0,5350.0
95.0,7.0,5.0,8.0,5350.0
97.0,1.0,3.0,0.0,5410.0
110.0,4.0,6.0,4.0,5800.0
97.0,3.0,7.0,4.0,5410.0
96.0,4.0,5.0,3.0,5380.0
75.0,5.0,7.0,8.0,4750.0
104.0,4.0,7.0,2.0,5620.0
77.0,2.0,7.0,2.0,4810.0
106.0,2.0,5.0,3.0,5680.0
101.0,4.0,7.0,7.0,5530.0
86.0,5.0,7.0,10.0,5080.0
115.0,1.0,7.0,4.0,5950.0
114.0,2.0,7.0,9.0,5920.0
97.0,5.0,6.0,2.0,5410.0
98.0,5.0,5.0,5.0,5440.0
87.0,4.0,7.0,8.0,5110.0
93.0,5.0,7.0,1.0,5290.0
96.0,4.0,7.0,5.0,5380.0
90.0,4.0,7.0,7.0,5200.0
107.0,4.0,5.0,5.0,5710.0
103.0,5.0,5.0,9.0,5590.0
93.0,4.0,5.0,10.0,5290.0
84.0,6.0,6.0,8.0,5020.0
98.0,3.0,5.0,9.0,5440.0
104.0,4.0,7.0,1.0,5620.0
109.0,5.0,7.0,2.0,5770.0
94.0,3.0,5.0,4.0,5320.0
100.0,2.0,6.0,6.0,5500.0
104.0,5.0,6.0,9.0,5620.0
93.0,5.0,10.0,10.0,5290.0
108.0,6.0,7.0,2.0,5740.0
99.0,1.0,6.0,8.0,5470.0
102.0,6.0,8.0,4.0,5560.0
97.0,7.0,6.0,3.0,5410.0
103.0,1.0,5.0,5.0,5590.0
102.0,5.0,7.0,2.0,5560.0
106.0,4.0,6.0,0.0,5680.0
84.0,2.0,8.0,1.0,5020.0
103.0,1.0,7.0,10.0,5590.0
96.0,4.0,6.0,1.0,5380.0
101.0,3.0,10.0,3.0,5530.0
88.0,3.0,4.0,4.0,5140.0
105.0,5.0,4.0,1.0,5650.0
100.0,5.0,7.0,7.0,5500.0
95.0,5.0,6.0,7.0,5350.0
112.0,4.0,8.0,2.0,5860.0
111.0,5.0,7.0,2.0,5830.0
94.0,3.0,6.0,6.0,5320.0
94.0,1.0,8.0,5.0,5320.0
115.0,6.0,8.0,2.0,5950.0
107.0,6.0,7.0,6.0,5710.0
85.0,3.0,6.0,5.0,5050.0
84.0,1.0,8.0,5.0,5020.0
110.0,4.0,6.0,7.0,5800.0
96.0,6.0,4.0,0.0,5380.0
96.0,3.0,8.0,2.0,5380.0
74.0,4.0,6.0,8.0,4720.0
101.0,4.0,4.0,7.0,5530.0
101.0,1.0,8.0,9.0,5530.0
102.0,3.0,8.0,8.0,5560.0
110.0,3.0,6.0,8.0,5800.0
95.0,3.0,6.0,0.0,5350.0
89.0,3.0,7.0,1.0,5170.0
90.0,5.0,6.0,1.0,5200.0
116.0,6.0,3.0,10.0,5980.0
88.0,3.0,6.0,8.0,5140.0
91.0,4.0,6.0,0.0,5230.0
98.0,2.0,7.0,2.0,5440.0
105.0,4.0,7.0,6.0,5650.0
117.0,4.0,7.0,7.0,6010.0
97.0,4.0,6.0,0.0,5410.0
94.0,5.0,6.0,5.0,5320.0
88.0,4.0,7.0,6.0,5140.0
87.0,6.0,8.0,3.0,5110.0
123.0,7.0,7.0,0.0,6190.0
105.0,6.0,6.0,8.0,5650.0
88.0,5.0,3.0,0.0,5140.0
116.0,6.0,10.0,8.0,5980.0
116.0,5.0,6.0,10.0,5980.0
102.0,4.0,5.0,8.0,5560.0
105.0,5.0,5.0,4.0,5650.0
115.0,6.0,9.0,2.0,5950.0
99.0,6.0,9.0,1.0,5470.0
87.0,4.0,9.0,4.0,5110.0
80.0,5.0,3.0,5.0,4900.0
114.0,5.0,7.0,2.0,5920.0
94.0,6.0,10.0,0.0,5320.0
84.0,4.0,9.0,10.0,5020.0
105.0,3.0,9.0,10.0,5650.0
99.0,6.0,3.0,0.0,5470.0
120.0,3.0,7.0,6.0,6100.0
84.0,2.0,6.0,7.0,5020.0
113.0,2.0,6.0,0.0,5890.0
91.0,1.0,5.0,0.0,5230.0
96.0,7.0,8.0,9.0,5380.0
116.0,3.0,6.0,3.0,5980.0
98.0,1.0,5.0,7.0,5440.0
100.0,5.0,8.0,6.0,5500.0
96.0,6.0,5.0,6.0,5380.0
102.0,3.0,5.0,10.0,5560.0
93.0,6.0,8.0,0.0,5290.0
87.0,2.0,6.0,7.0,5110.0
92.0,3.0,5.0,3.0,5260.0
93.0,4.0,7.0,8.0,5290.0
90.0,2.0,6.0,9.0,5200.0
70.0,5.0,4.0,8.0,4600.0
97.0,2.0,5.0,0.0,5410.0
96.0,2.0,7.0,9.0,5380.0
109.0,1.0,8.0,8.0,5770.0
93.0,5.0,6.0,2.0,5290.0
88.0,3.0,4.0,1.0,5140.0
89.0,1.0,8.0,5.0,5170.0
90.0,1.0,9.0,9.0,5200.0
98.0,3.0,8.0,5.0,5440.0
114.0,2.0,6.0,0.0,5920.0
95.0,4.0,7.0,7.0,5350.0
104.0,3.0,9.0,5.0,5620.0
111.0,1.0,4.0,2.0,5830.0
90.0,3.0,8.0,1.0,5200.0
98.0,5.0,7.0,10.0,5440.0
99.0,2.0,5.0,8.0,5470.0
110.0,6.0,4.0,4.0,5800.0
108.0,6.0,4.0,5.0,5740.0
96.0,4.0,8.0,4.0,5380.0
99.0,3.0,7.0,4.0,5470.0
83.0,7.0,4.0,6.0,4990.0
90.0,3.0,4.0,8.0,5200.0
104.0,5.0,5.0,4.0,5620.0
98.0,6.0,9.0,6.0,5440.0
104.0,4.0,8.0,5.0,5620.0
107.0,6.0,8.0,6.0,5710.0
100.0,6.0,6.0,6.0,5500.0
93.0,3.0,6.0,8.0,5290.0
96.0,4.0,6.0,0.0,5380.0
104.0,5.0,8.0,6.0,5620.0
103.0,3.0,7.0,9.0,5590.0
105.0,6.0,4.0,10.0,5650.0
106.0,7.0,6.0,3.0,5680.0
91.0,6.0,9.0,3.0,5230.0
122.0,4.0,8.0,10.0,6160.0
78.0,6.0,3.0,6.0,4840.0
93.0,4.0,6.0,7.0,5290.0
77.0,6.0,8.0,4.0,4810.0
100.0,7.0,5.0,4.0,5500.0
98.0,4.0,8.0,10.0,5440.0
82.0,3.0,7.0,9.0,4960.0
92.0,7.0,7.0,2.0,5260.0
97.0,1.0,8.0,6.0,5410.0
90.0,7.0,5.0,3.0,5200.0
88.0,3.0,8.0,7.0,5140.0
99.0,3.0,5.0,9.0,5470.0
102.0,1.0,8.0,6.0,5560.0
95.0,2.0,4.0,8.0,5350.0
112.0,5.0,5.0,9.0,5860.0
115.0,5.0,7.0,10.0,5950.0
81.0,2.0,3.0,9.0,4930.0
92.0,3.0,8.0,5.0,5260.0
97.0,4.0,5.0,8.0,5410.0
103.0,4.0,7.0,9.0,5590.0
93.0,3.0,6.0,5.0,5290.0
107.0,5.0,8.0,3.0,5710.0
86.0,7.0,6.0,4.0,5080.0
109.0,3.0,7.0,5.0,5770.0
107.0,3.0,10.0,6.0,5710.0
106.0,5.0,6.0,3.0,5680.0
98.0,4.0,7.0,10.0,5440.0
95.0,3.0,4.0,3.0,5350.0
113.0,3.0,4.0,0.0,5890.0
111.0,2.0,7.0,8.0,5830.0
100.0,7.0,3.0,2.0,5500.0
100.0,6.0,7.0,4.0,5500.0
101.0,3.0,9.0,7.0,5530.0
86.0,5.0,7.0,7.0,5080.0
97.0,5.0,6.0,7.0,5410.0
115.0,3.0,3.0,10.0,5950.0
115.0,4.0,6.0,4.0,5950.0
114.0,4.0,7.0,2.0,5920.0
76.0,2.0,4.0,8.0,4780.0
102.0,4.0,5.0,2.0,5560.0
96.0,5.0,8.0,0.0,5380.0
114.0,3.0,9.0,1.0,5920.0
119.0,6.0,7.0,4.0,6070.0
104.0,2.0,9.0,10.0,5620.0
111.0,5.0,7.0,7.0,5830.0
90.0,4.0,8.0,9.0,5200.0
93.0,3.0,9.0,6.0,5290.0
97.0,2.0,5.0,7.0,5410.0
102.0,6.0,7.0,10.0,5560.0
114.0,6.0,6.0,6.0,5920.0
93.0,4.0,8.0,1.0,5290.0
108.0,6.0,8.0,5.0,5740.0
79.0,4.0,7.0,6.0,4870.0
94.0,6.0,3.0,10.0,5320.0
109.0,4.0,5.0,10.0,5770.0
110.0,3.0,7.0,3.0,5800.0
99.0,4.0,6.0,5.0,5470.0
82.0,2.0,6.0,9.0,4960.0
101.0,4.0,7.0,0.0,5530.0
109.0,3.0,5.0,10.0,5770.0
91.0,4.0,7.0,10.0,5230.0
101.0,6.0,5.0,0.0,5530.0
98.0,3.0,6.0,9.0,5440.0
109.0,4.0,5.0,5.0,5770.0
119.0,3.0,9.0,4.0,6070.0
102.0,5.0,7.0,9.0,5560.0
90.0,5.0,6.0,7.0,5200.0
94.0,7.0,8.0,6.0,5320.0
99.0,4.0,8.0,9.0,5470.0
90.0,3.0,8.0,7.0,5200.0
100.0,5.0,9.0,0.0,5500.0
95.0,4.0,6.0,10.0,5350.0
90.0,4.0,6.0,0.0,5200.0
99.0,7.0,4.0,4.0,5470.0
99.0,6.0,7.0,7.0,5470.0
97.0,3.0,7.0,7.0,5410.0
108.0,2.0,7.0,6.0,5740.0
87.0,2.0,8.0,4.0,5110.0
106.0,4.0,7.0,2.0,5680.0
106.0,4.0,10.0,0.0,5680.0
100.0,2.0,5.0,5.0,5500.0
87.0,5.0,9.0,3.0,5110.0
100.0,2.0,6.0,0.0,5500.0
107.0,3.0,8.0,10.0,5710.0
100.0,6.0,4.0,10.0,5500.0
112.0,4.0,9.0,7.0,5860.0
104.0,1.0,5.0,5.0,5620.0
81.0,3.0,3.0,9.0,4930.0
122.0,7.0,5.0,4.0,6160.0
112.0,3.0,9.0,1.0,5860.0
100.0,2.0,5.0,4.0,5500.0
106.0,4.0,6.0,6.0,5680.0
98.0,3.0,8.0,5.0,5440.0
99.0,4.0,7.0,9.0,5470.0
103.0,4.0,6.0,8.0,5590.0
109.0,6.0,7.0,6.0,5770.0
96.0,5.0,7.0,2.0,5380.0
88.0,4.0,8.0,9.0,5140.0
102.0,6.0,6.0,5.0,5560.0
88.0,4.0,9.0,5.0,5140.0
106.0,2.0,6.0,9.0,5680.0
102.0,6.0,7.0,3.0,5560.0
100.0,5.0,9.0,9.0,5500.0
98.0,4.0,6.0,3.0,5440.0
91.0,6.0,6.0,5.0,5230.0
110.0,3.0,7.0,2.0,5800.0
106.0,5.0,9.0,9.0,5680.0
113.0,5.0,6.0,7.0,5890.0
110.0,3.0,10.0,6.0,5800.0
95.0,5.0,7.0,7.0,5350.0
95.0,4.0,6.0,8.0,5350.0
127.0,2.0,6.0,6.0,6310.0
94.0,7.0,8.0,8.0,5320.0
102.0,3.0,9.0,5.0,5560.0
98.0,5.0,8.0,5.0,5440.0
95.0,3.0,3.0,8.0,5350.0
103.0,4.0,7.0,9.0,5590.0
103.0,2.0,9.0,0.0,5590.0
80.0,2.0,6.0,7.0,4900.0
111.0,4.0,10.0,0.0,5830.0
110.0,3.0,4.0,10.0,5800.0
82.0,6.0,5.0,4.0,4960.0
114.0,2.0,3.0,3.0,5920.0
100.0,6.0,8.0,1.0,5500.0
91.0,2.0,5.0,4.0,5230.0
114.0,2.0,7.0,0.0,5920.0
96.0,3.0,4.0,2.0,5380.0
109.0,5.0,5.0,0.0,5770.0
105.0,5.0,7.0,3.0,5650.0
108.0,5.0,7.0,8.0,5740.0
109.0,4.0,4.0,10.0,5770.0
93.0,3.0,4.0,1.0,5290.0
87.0,4.0,3.0,3.0,5110.0
105.0,6.0,6.0,10.0,5650.0
100.0,4.0,8.0,9.0,5500.0
99.0,6.0,6.0,0.0,5470.0
99.0,6.0,5.0,9.0,5470.0
87.0,5.0,9.0,6.0,5110.0
106.0,4.0,9.0,9.0,5680.0
99.0,5.0,6.0,3.0,5470.0
106.0,5.0,10.0,2.0,5680.0
124.0,3.0,4.0,8.0,6220.0
88.0,4.0,8.0,7.0,5140.0
96.0,5.0,6.0,5.0,5380.0
102.0,4.0,7.0,0.0,5560.0
109.0,6.0,5.0,0.0,5770.0
84.0,3.0,9.0,9.0,5020.0
99.0,4.0,3.0,10.0,5470.0
101.0,4.0,10.0,5.0,5530.0
86.0,3.0,9.0,8.0,5080.0
125.0,6.0,7.0,6.0,6250.0
116.0,2.0,6.0,9.0,5980.0
99.0,4.0,7.0,10.0,5470.0
95.0,6.0,7.0,3.0,5350.0
111.0,2.0,5.0,3.0,5830.0
92.0,5.0,6.0,7.0,5260.0
106.0,5.0,7.0,1.0,5680.0
98.0,5.0,9.0,9.0,5440.0
111.0,4.0,4.0,6.0,5830.0
86.0,1.0,5.0,3.0,5080.0
101.0,4.0,6.0,8.0,5530.0
106.0,4.0,5.0,5.0,5680.0
106.0,3.0,8.0,9.0,5680.0
98.0,3.0,9.0,5.0,5440.0
81.0,5.0,3.0,4.0,4930.0
109.0,3.0,7.0,8.0,5770.0
96.0,5.0,3.0,6.0,5380.0
103.0,4.0,6.0,4.0,5590.0
110.0,2.0,6.0,2.0,5800.0
106.0,3.0,8.0,6.0,5680.0
93.0,3.0,3.0,2.0,5290.0
98.0,5.0,6.0,7.0,5440.0
98.0,5.0,4.0,8.0,5440.0
117.0,3.0,8.0,5.0,6010.0
100.0,3.0,8.0,3.0,5500.0
101.0,4.0,8.0,9.0,5530.0
104.0,4.0,6.0,1.0,5620.0
102.0,6.0,4.0,5.0,5560.0
89.0,2.0,7.0,3.0,5170.0
87.0,5.0,9.0,4.0,5110.0
98.0,2.0,6.0,5.0,5440.0
90.0,6.0,4.0,6.0,5200.0
99.0,5.0,8.0,10.0,5470.0
106.0,5.0,5.0,4.0,5680.0
104.0,2.0,9.0,6.0,5620.0
97.0,3.0,8.0,8.0,5410.0
107.0,5.0,7.0,10.0,5710.0
111.0,5.0,3.0,6.0,5830.0
100.0,4.0,9.0,6.0,5500.0
94.0,1.0,5.0,8.0,5320.0
72.0,4.0,7.0,3.0,4660.0
85.0,4.0,4.0,2.0,5050.0
102.0,3.0,5.0,9.0,5560.0
86.0,5.0,8.0,7.0,5080.0
96.0,7.0,5.0,6.0,5380.0
85.0,3.0,7.0,4.0,5050.0
90.0,4.0,7.0,6.0,5200.0
103.0,4.0,7.0,1.0,5590.0
104.0,3.0,6.0,5.0,5620.0
100.0,2.0,7.0,0.0,5500.0
91.0,5.0,4.0,6.0,5230.0
113.0,6.0,6.0,7.0,5890.0
100.0,6.0,7.0,9.0,5500.0
116.0,4.0,9.0,4.0,5980.0
120.0,5.0,6.0,7.0,6100.0
113.0,1.0,8.0,3.0,5890.0
87.0,4.0,3.0,8.0,5110.0
97.0,3.0,7.0,5.0,5410.0
77.0,3.0,6.0,3.0,4810.0
93.0,3.0,6.0,6.0,5290.0
99.0,6.0,5.0,2.0,5470.0
92.0,5.0,8.0,6.0,5260.0
105.0,3.0,5.0,4.0,5650.0
100.0,4.0,6.0,4.0,5500.0
104.0,7.0,6.0,5.0,5620.0
87.0,6.0,9.0,2.0,5110.0
99.0,7.0,4.0,5.0,5470.0
105.0,6.0,5.0,1.0,5650.0
97.0,3.0,9.0,6.0,5410.0
81.0,1.0,8.0,4.0,4930.0
112.0,3.0,8.0,7.0,5860.0
100.0,6.0,4.0,0.0,5500.0
83.0,4.0,8.0,9.0,4990.0
102.0,5.0,8.0,0.0,5560.0
108.0,4.0,8.0,8.0,5740.0
102.0,4.0,7.0,6.0,5560.0
97.0,5.0,9.0,10.0,5410.0
94.0,7.0,7.0,5.0,5320.0
92.0,6.0,3.0,4.0,5260.0
107.0,3.0,5.0,4.0,5710.0
95.0,6.0,3.0,10.0,5350.0
95.0,2.0,6.0,10.0,5350.0
109.0,3.0,8.0,0.0,5770.0
94.0,5.0,3.0,8.0,5320.0
96.0,2.0,7.0,5.0,5380.0
117.0,2.0,7.0,10.0,6010.0
91.0,3.0,4.0,10.0,5230.0
90.0,3.0,3.0,0.0,5200.0
114.0,3.0,7.0,6.0,5920.0
85.0,5.0,6.0,1.0,5050.0
110.0,3.0,7.0,5.0,5800.0
78.0,6.0,5.0,9.0,4840.0
95.0,3.0,7.0,8.0,5350.0
99.0,7.0,6.0,7.0,5470.0
79.0,3.0,5.0,8.0,4870.0
93.0,3.0,5.0,0.0,5290.0
110.0,5.0,4.0,5.0,5800.0
112.0,3.0,10.0,9.0,5860.0
106.0,5.0,7.0,8.0,5680.0
112.0,2.0,4.0,7.0,5860.0
100.0,6.0,10.0,6.0,5500.0
117.0,1.0,8.0,4.0,6010.0
97.0,5.0,9.0,10.0,5410.0
117.0,4.0,6.0,10.0,6010.0
118.0,5.0,9.0,6.0,6040.0
91.0,2.0,7.0,4.0,5230.0
105.0,2.0,6.0,9.0,5650.0
86.0,3.0,7.0,7.0,5080.0
100.0,4.0,7.0,3.0,5500.0
78.0,5.0,6.0,4.0,4840.0
78.0,6.0,9.0,7.0,4840.0
102.0,5.0,6.0,9.0,5560.0
106.0,3.0,5.0,10.0,5680.0
115.0,6.0,6.0,0.0,5950.0
119.0,2.0,6.0,1.0,6070.0
91.0,2.0,8.0,5.0,5230.0
90.0,2.0,5.0,6.0,5200.0
105.0,2.0,7.0,4.0,5650.0
97.0,6.0,5.0,8.0,5410.0
83.0,4.0,8.0,10.0,4990.0
93.0,4.0,7.0,2.0,5290.0
109.0,3.0,5.0,0.0,5770.0
114.0,3.0,7.0,4.0,5920.0
110.0,4.0,9.0,5.0,5800.0
95.0,7.0,6.0,4.0,5350.0
84.0,5.0,6.0,5.0,5020.0
114.0,2.0,7.0,0.0,5920.0
118.0,5.0,5.0,3.0,6040.0
107.0,3.0,9.0,1.0,5710.0
108.0,6.0,7.0,7.0,5740.0
89.0,2.0,6.0,7.0,5170.0
101.0,5.0,9.0,6.0,5530.0
101.0,2.0,7.0,3.0,5530.0
103.0,3.0,9.0,5.0,5590.0
110.0,3.0,4.0,2.0,5800.0
107.0,4.0,4.0,8.0,5710.0
92.0,5.0,8.0,1.0,5260.0
118.0,4.0,6.0,9.0,6040.0
103.0,3.0,7.0,7.0,5590.0
97.0,1.0,8.0,6.0,5410.0
103.0,4.0,7.0,9.0,5590.0
102.0,6.0,8.0,6.0,5560.0
93.0,5.0,6.0,2.0,5290.0
91.0,5.0,7.0,9.0,5230.0
97.0,5.0,8.0,0.0,5410.0
96.0,3.0,6.0,10.0,5380.0
95.0,5.0,4.0,6.0,5350.0
101.0,6.0,7.0,5.0,5530.0
85.0,2.0,7.0,1.0,5050.0
99.0,3.0,7.0,1.0,5470.0
111.0,4.0,7.0,9.0,5830.0
103.0,4.0,5.0,5.0,5590.0
83.0,2.0,6.0,6.0,4990.0
97.0,1.0,6.0,9.0,5410.0
91.0,5.0,9.0,3.0,5230.0
85.0,4.0,7.0,4.0,5050.0
91.0,2.0,8.0,8.0,5230.0
104.0,4.0,5.0,10.0,5620.0
106.0,2.0,7.0,4.0,5680.0
94.0,3.0,8.0,5.0,5320.0
92.0,4.0,6.0,2.0,5260.0
105.0,6.0,5.0,8.0,5650.0
111.0,3.0,8.0,1.0,5830.0
85.0,6.0,7.0,9.0,5050.0
110.0,4.0,8.0,2.0,5800.0
116.0,5.0,6.0,0.0,5980.0
99.0,5.0,7.0,4.0,5470.0
95.0,2.0,7.0,2.0,5350.0
102.0,3.0,6.0,1.0,5560.0
113.0,7.0,7.0,2.0,5890.0
102.0,4.0,8.0,4.0,5560.0
91.0,1.0,9.0,10.0,5230.0
92.0,4.0,7.0,0.0,5260.0
95.0,4.0,9.0,0.0,5350.0
105.0,6.0,8.0,8.0,5650.0
87.0,6.0,9.0,2.0,5110.0
97.0,2.0,6.0,9.0,5410.0
109.0,3.0,6.0,6.0,5770.0
108.0,2.0,10.0,1.0,5740.0
94.0,4.0,9.0,10.0,5320.0
96.0,5.0,7.0,3.0,5380.0
95.0,5.0,3.0,5.0,5350.0
121.0,4.0,7.0,2.0,6130.0
85.0,4.0,8.0,0.0,5050.0
107.0,6.0,7.0,5.0,5710.0
92.0,4.0,9.0,3.0,5260.0
112.0,2.0,7.0,8.0,5860.0
96.0,6.0,5.0,2.0,5380.0
118.0,5.0,10.0,9.0,6040.0
99.0,6.0,5.0,5.0,5470.0
103.0,7.0,9.0,8.0,5590.0
116.0,3.0,8.0,4.0,5980.0
99.0,3.0,3.0,5.0,5470.0
112.0,5.0,9.0,0.0,5860.0
91.0,6.0,8.0,9.0,5230.0
109.0,6.0,4.0,0.0,5770.0
118.0,2.0,6.0,7.0,6040.0
95.0,6.0,6.0,2.0,5350.0
89.0,5.0,7.0,7.0,5170.0
104.0,1.0,4.0,6.0,5620.0
98.0,3.0,7.0,1.0,5440.0
85.0,4.0,7.0,10.0,5050.0
105.0,5.0,7.0,9.0,5650.0
87.0,2.0,4.0,0.0,5110.0
112.0,3.0,5.0,4.0,5860.0
111.0,2.0,9.0,10.0,5830.0
107.0,6.0,6.0,6.0,5710.0
90.0,4.0,9.0,7.0,5200.0
93.0,3.0,8.0,1.0,5290.0
98.0,1.0,5.0,7.0,5440.0
82.0,4.0,7.0,0.0,4960.0
96.0,2.0,8.0,9.0,5380.0
102.0,4.0,8.0,2.0,5560.0
83.0,3.0,9.0,3.0,4990.0
103.0,3.0,5.0,5.0,5590.0
108.0,2.0,10.0,0.0,5740.0
97.0,3.0,7.0,3.0,5410.0
99.0,3.0,6.0,6.0,5470.0
107.0,4.0,7.0,5.0,5710.0
116.0,4.0,8.0,7.0,5980.0
115.0,3.0,7.0,1.0,5950.0
108.0,6.0,7.0,0.0,5740.0
100.0,5.0,4.0,0.0,5500.0
89.0,4.0,5.0,1.0,5170.0
93.0,3.0,10.0,10.0,5290.0
105.0,6.0,7.0,5.0,5650.0
102.0,3.0,8.0,1.0,5560.0
117.0,3.0,5.0,6.0,6010.0
119.0,3.0,3.0,5.0,6070.0
81.0,4.0,9.0,10.0,4930.0
112.0,5.0,7.0,9.0,5860.0
109.0,1.0,7.0,7.0,5770.0
102.0,4.0,9.0,8.0,5560.0
113.0,3.0,7.0,7.0,5890.0
109.0,3.0,5.0,3.0,5770.0
99.0,3.0,8.0,0.0,5470.0
112.0,4.0,6.0,1.0,5860.0
97.0,1.0,6.0,10.0,5410.0
98.0,4.0,8.0,7.0,5440.0
106.0,3.0,5.0,5.0,5680.0
93.0,3.0,6.0,1.0,5290.0
92.0,7.0,6.0,7.0,5260.0
107.0,4.0,8.0,10.0,5710.0
91.0,5.0,8.0,9.0,5230.0
105.0,2.0,3.0,6.0,5650.0
101.0,5.0,7.0,4.0,5530.0
113.0,5.0,9.0,2.0,5890.0
101.0,5.0,8.0,8.0,5530.0
87.0,6.0,8.0,9.0,5110.0
103.0,5.0,8.0,4.0,5590.0
110.0,3.0,9.0,8.0,5800.0
108.0,6.0,8.0,6.0,5740.0
87.0,6.0,4.0,5.0,5110.0
95.0,5.0,5.0,9.0,5350.0
82.0,4.0,6.0,5.0,4960.0
98.0,4.0,7.0,6.0,5440.0
97.0,2.0,5.0,6.0,5410.0
108.0,5.0,4.0,10.0,5740.0
88.0,2.0,3.0,2.0,5140.0
102.0,6.0,5.0,1.0,5560.0
97.0,4.0,9.0,6.0,5410.0
111.0,3.0,9.0,9.0,5830.0
109.0,3.0,3.0,3.0,5770.0
119.0,3.0,4.0,4.0,6070.0
112.0,3.0,5.0,7.0,5860.0
85.0,4.0,8.0,2.0,5050.0
100.0,4.0,7.0,0.0,5500.0
101.0,4.0,4.0,5.0,5530.0
85.0,5.0,7.0,2.0,5050.0
105.0,5.0,6.0,10.0,5650.0
109.0,4.0,6.0,1.0,5770.0
112.0,4.0,9.0,6.0,5860.0
100.0,6.0,7.0,10.0,5500.0
101.0,3.0,6.0,10.0,5530.0
105.0,2.0,4.0,3.0,5650.0
98.0,6.0,7.0,4.0,5440.0
101.0,7.0,4.0,2.0,5530.0
90.0,6.0,7.0,5.0,5200.0
80.0,5.0,6.0,6.0,4900.0
86.0,1.0,5.0,2.0,5080.0
96.0,3.0,5.0,0.0,5380.0
102.0,5.0,8.0,4.0,5560.0
101.0,4.0,7.0,2.0,5530.0
105.0,1.0,8.0,6.0,5650.0
119.0,6.0,7.0,9.0,6070.0
97.0,4.0,10.0,5.0,5410.0
